start,low,high,open,close,volume,fibonacciretracement_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal,signal
2025-06-12 14:00:00,3.3088,3.3614,3.3118,3.3473,791685.1,0,3.3216149152332517,3.3413737864769426,-0.019758871243690912,-0.018326474835031303,-1,-1
2025-06-12 15:00:00,3.2805,3.3612,3.3474,3.2885,714203.4,0,3.3165203128896743,3.337457209700873,-0.02093689681119848,-0.01884855923026474,-1,-1
2025-06-12 16:00:00,3.2837,3.3461,3.2885,3.3306,342337.1,0,3.318686418598955,3.3369492682415487,-0.018262849642593615,-0.018731417312730515,1,1
2025-06-12 17:00:00,3.329,3.3728,3.3307,3.3582,377141.7,0,3.324765431122193,3.3385233965199523,-0.01375796539775953,-0.01773672692973632,1,1
2025-06-12 18:00:00,3.3156,3.3619,3.3582,3.3304,590694.2,0,3.3256322878726245,3.3379216634444004,-0.012289375571775896,-0.016647256658144236,1,1
2025-06-12 19:00:00,3.241,3.3392,3.3303,3.2586,1319609.3,0,3.315319628199913,3.3320459846707413,-0.016726356470828208,-0.016663076620681033,-1,-1
2025-06-12 20:00:00,3.1854,3.275,3.2584,3.2103,2037609.0,-1,3.2991627623230033,3.3230277635840197,-0.023865001261016427,-0.018103461548748114,-1,-1
2025-06-12 21:00:00,3.2025,3.2492,3.2092,3.2082,571255.8,0,3.2851684911963877,3.3145220033185367,-0.029353512122149095,-0.02035347166342831,-1,-1
2025-06-12 22:00:00,3.1908,3.2304,3.2082,3.2091,750144.8,0,3.2734656463969434,3.306712966035682,-0.03324731963873884,-0.022932241258490416,-1,-1
2025-06-12 23:00:00,3.1944,3.2324,3.209,3.209,331731.3,0,3.2635478546435674,3.2994749685515576,-0.035927113907990194,-0.025531215788390373,-1,-1
2025-06-13 00:00:00,2.958,3.2118,3.2094,2.9951,7210937.8,-1,3.2222481846984032,3.2769286745847754,-0.0546804898863722,-0.03136107060798674,-1,-1
2025-06-13 01:00:00,2.92,2.995,2.995,2.9794,2758840.3,0,3.1848869255140335,3.2548895135044216,-0.07000258799038805,-0.039089374084467006,-1,-1
2025-06-13 02:00:00,2.9336,2.9886,2.9784,2.964,1911155.1,0,3.1509043215887975,3.233342142133724,-0.08243782054492632,-0.04775906337655887,-1,-1
2025-06-13 03:00:00,2.956,3.0496,2.9626,3.0316,1493203.2,0,3.1325498105751364,3.218398279753448,-0.08584846917831168,-0.05537694453690944,-1,-1
2025-06-13 04:00:00,3.0018,3.0459,3.0319,3.0405,871196.1,0,3.1183883012558846,3.205220629401341,-0.08683232814545638,-0.06166802125861883,-1,-1
2025-06-13 05:00:00,2.9885,3.0425,3.0405,2.9975,1085669.6,0,3.0997901010626716,3.189833916112353,-0.09004381504968118,-0.0673431800168313,-1,-1
2025-06-13 06:00:00,2.9551,3.019,2.9979,3.019,1450866.8,0,3.0873608547453375,3.177179551955882,-0.08981869721054458,-0.07183828345557397,-1,-1
2025-06-13 07:00:00,2.9917,3.0347,3.0185,3.0286,878444.6,0,3.0783207232460548,3.1661736592184093,-0.08785293597235455,-0.07504121395893008,-1,-1
2025-06-13 08:00:00,3.0224,3.0683,3.028,3.0259,618686.7,0,3.0702559965928153,3.1557830177948234,-0.08552702120200806,-0.07713837540754569,-1,-1
2025-06-13 09:00:00,3.0035,3.0286,3.026,3.0168,572116.0,0,3.0620319971169976,3.1454879794396513,-0.08345598232265372,-0.0784018967905673,-1,-1
2025-06-13 10:00:00,2.993,3.0255,3.017,3.023,638764.9,0,3.0560270744836133,3.136414795777455,-0.08038772129384153,-0.07879906169122215,-1,-1
2025-06-13 11:00:00,2.9971,3.0376,3.0236,3.0243,436464.0,0,3.051145986101519,3.128109996090236,-0.07696400998871678,-0.07843205135072108,1,1
2025-06-13 12:00:00,2.9996,3.0446,3.0242,3.0029,960598.3,0,3.043723526701285,3.118835181565033,-0.07511165486374782,-0.07776797205332643,1,1
2025-06-13 13:00:00,2.988,3.0301,3.003,3.0068,1180455.1,0,3.038042984131857,3.1105362792268823,-0.07249329509502545,-0.07671303666166623,1,1
2025-06-13 14:00:00,2.9729,3.0222,3.0069,3.0144,966592.0,0,3.034405601957725,3.1034150733582244,-0.0690094714004994,-0.07517232360943288,1,1
2025-06-13 15:00:00,3.002,3.0584,3.0151,3.0375,1220151.3,0,3.034881663194998,3.098532475331689,-0.06365081213669121,-0.07286802131488455,1,1
2025-06-13 16:00:00,3.0231,3.0808,3.0375,3.0543,954001.3,0,3.037869099626537,3.09525599567749,-0.05738689605095315,-0.06977179626209828,1,1
2025-06-13 17:00:00,3.0004,3.0539,3.0537,3.0406,932481.9,0,3.038289238145531,3.0912074034050834,-0.052918165259552286,-0.06640107006158909,1,1
2025-06-13 18:00:00,2.992,3.0529,3.0409,3.0174,1144168.0,0,3.0350755092000647,3.08574018833804,-0.050664679137975455,-0.06325379187686636,1,1
2025-06-13 19:00:00,3.0039,3.0354,3.0159,3.0174,802372.8,0,3.0323562000923623,3.080677952164852,-0.048321752072489677,-0.06026738391599103,1,1
2025-06-13 20:00:00,3.0076,3.0563,3.0179,3.0465,570836.2,0,3.034532169308922,3.0781462520044927,-0.043614082695570655,-0.056936723671906955,1,1
2025-06-13 21:00:00,3.0351,3.0717,3.0468,3.0624,713669.1,1,3.0388195278767802,3.076979862967123,-0.038160335090342556,-0.05318144595559408,1,1
2025-06-13 22:00:00,3.0443,3.0824,3.0627,3.0548,358251.5,0,3.0412780620495834,3.075336910154743,-0.0340588481051598,-0.049356926385507226,1,1
2025-06-13 23:00:00,3.055,3.0832,3.055,3.0773,424460.1,0,3.04681989865734,3.075482324217355,-0.02866242556001497,-0.045218026220408776,1,1
2025-06-14 00:00:00,3.0475,3.0783,3.0772,3.0532,777971.7,-1,3.0478014527100568,3.073831781682736,-0.026030328972679317,-0.04138048677086289,1,0
2025-06-14 01:00:00,3.0256,3.0535,3.0532,3.0315,550254.6,0,3.0452935369085097,3.0706960941506813,-0.025402557242171664,-0.038184900865124646,1,1
2025-06-14 02:00:00,3.0204,3.0426,3.0321,3.032,240368.0,0,3.0432483773841237,3.0678297168061865,-0.024581339422062864,-0.03546418857651229,1,1
2025-06-14 03:00:00,3.0255,3.046,3.0321,3.0321,334857.7,0,3.0415332424019508,3.0651830711168393,-0.02364982871488852,-0.03310131660418754,1,1
2025-06-14 04:00:00,3.0272,3.0552,3.0321,3.0507,185054.5,0,3.0429435128016507,3.0641102510341103,-0.021166738232459625,-0.030714400929841956,1,1
2025-06-14 05:00:00,3.0405,3.0588,3.051,3.0532,121571.5,0,3.044521433909089,3.063302084290843,-0.018780650381753805,-0.02832765082022433,1,1
2025-06-14 06:00:00,3.0289,3.0586,3.0537,3.0313,227409.3,0,3.0424873671538446,3.060931559528558,-0.01844419237471362,-0.02635095913112219,1,1
2025-06-14 07:00:00,3.0082,3.0336,3.0315,3.0285,275896.3,0,3.0403354645147918,3.058529221785702,-0.018193757270910105,-0.024719518759079774,1,1
2025-06-14 08:00:00,3.007,3.0291,3.0282,3.0255,386544.4,0,3.03805308535867,3.0560826127645386,-0.018029527405868606,-0.023381520488437543,1,1
2025-06-14 09:00:00,3.0075,3.029,3.0261,3.0105,62825.0,0,3.0338141491496438,3.0527061229301284,-0.018891973780484683,-0.022483611146846973,1,1
2025-06-14 10:00:00,3.0077,3.027,3.0108,3.021,143365.2,0,3.03184274158816,3.0503575212316005,-0.018514779643440615,-0.021689844846165703,1,1
2025-06-14 11:00:00,3.0191,3.0342,3.0213,3.0288,92607.9,0,3.031374627497674,3.0487606678070374,-0.017386040309363526,-0.020829083938805268,1,1
2025-06-14 12:00:00,2.9969,3.0327,3.0283,3.0114,430979.5,0,3.0283016078826472,3.045993210932442,-0.01769160304979467,-0.02020158776100315,1,1
2025-06-14 13:00:00,2.9799,3.0226,3.0117,2.9976,660197.8,0,3.023578283593009,3.04240852864115,-0.018830245048140792,-0.01992731921843068,1,1
2025-06-14 14:00:00,2.9784,3.0013,2.9979,2.984,409185.1,0,3.0174893168863925,3.038081970964028,-0.02059265407763533,-0.02006038619027161,-1,-1
2025-06-14 15:00:00,2.907,2.9909,2.9846,2.9264,1652979.9,-1,3.003475575826948,3.0298092323740997,-0.026333656547151918,-0.021315040261647673,-1,-1
2025-06-14 16:00:00,2.8281,2.939,2.9265,2.8386,4197717.8,-1,2.978110102622802,3.015645585531574,-0.03753548290877218,-0.024559128791072575,-1,-1
2025-06-14 17:00:00,2.8331,2.8919,2.8391,2.863,1585005.8,0,2.960400856065448,3.0043385051218277,-0.04393764905637987,-0.028434832844134034,-1,-1
2025-06-14 18:00:00,2.8057,2.8874,2.8634,2.8422,2816684.2,-1,2.9422161089784558,2.992328245483174,-0.05011213650471813,-0.03277029357625085,-1,-1
2025-06-14 19:00:00,2.8307,2.9061,2.8424,2.874,1676780.8,0,2.9317213229817702,2.983563190262198,-0.051841867280427945,-0.03658460831708627,-1,-1
2025-06-14 20:00:00,2.8523,2.8955,2.8748,2.8878,450016.6,0,2.9249641963691904,2.9764696206131465,-0.0515054242439561,-0.039568771502460236,-1,-1
2025-06-14 21:00:00,2.8846,2.93,2.888,2.9196,511471.2,0,2.924138935389315,2.9722570561232837,-0.048118120733968706,-0.041278641348761934,-1,-1
2025-06-14 22:00:00,2.9163,2.9387,2.9199,2.9343,493625.3,0,2.925702176098651,2.9694454223363738,-0.043743246237722744,-0.0417715623265541,-1,-1
2025-06-14 23:00:00,2.9271,2.9546,2.9347,2.9475,430625.1,0,2.9290556874680895,2.9678198354966425,-0.03876414802855299,-0.041170079466953884,1,1
2025-06-15 00:00:00,2.9446,2.9721,2.9478,2.9702,355576.6,0,2.935385581703768,2.9679961439783726,-0.03261056227460468,-0.039458176028484046,1,1
2025-06-15 01:00:00,2.9577,2.9797,2.97,2.9637,448528.6,0,2.9397416460570343,2.967677911091086,-0.027936265034051555,-0.03715379382959755,1,1
2025-06-15 02:00:00,2.9637,2.99,2.964,2.9895,256007.6,0,2.9473967774328753,2.9692943621213757,-0.021897584688500338,-0.03410255200137811,1,1
2025-06-15 03:00:00,2.9751,2.9948,2.9891,2.9812,547453.9,0,2.952597273212433,2.970176261223496,-0.017578988011063057,-0.030797839203315098,1,1
2025-06-15 04:00:00,2.979,3.0156,2.9805,3.0112,782535.4,0,2.961613077333597,2.973215056688422,-0.011601979354824987,-0.026958667233617076,1,1
2025-06-15 05:00:00,2.9859,3.0354,3.0111,3.0272,944873.8,0,2.9717033731284284,2.9772139413781686,-0.0055105682497402775,-0.022669047436841717,1,1
2025-06-15 06:00:00,3.0039,3.0371,3.0276,3.006,1049290.3,0,2.976979777262516,2.9793462420168226,-0.002366464754306463,-0.018608530900334666,1,1
2025-06-15 07:00:00,2.984,3.0095,3.0057,2.9946,548126.3,0,2.9796905807605905,2.9804761500155763,-0.0007855692549858517,-0.015043938571264903,1,1
2025-06-15 08:00:00,2.9758,2.9975,2.994,2.9834,205393.7,0,2.9802612606435765,2.980692731495904,-0.00043147085232764226,-0.012121445027477452,1,1
2025-06-15 09:00:00,2.9514,2.9832,2.9832,2.9631,245899.2,-1,2.977621066698411,2.9793895661999112,-0.0017684995015003757,-0.010050855922282038,1,0
2025-06-15 10:00:00,2.9634,2.9898,2.9634,2.987,220949.4,0,2.97906397951404,2.979953302036955,-0.0008893225229149593,-0.008218549242408623,1,1
2025-06-15 11:00:00,2.9526,2.9897,2.9867,2.9626,246762.8,-1,2.9765310595888033,2.9786678722564397,-0.002136812667636434,-0.007002201927454186,1,0
2025-06-15 12:00:00,2.9523,2.9839,2.9622,2.9763,399260.3,1,2.9764955119597567,2.978492474311518,-0.0019969623517615,-0.006001154012315649,1,1
2025-06-15 13:00:00,2.957,2.9861,2.9754,2.9777,463785.0,0,2.976680817812102,2.978433772510665,-0.0017529546985630695,-0.005151514149565134,1,1
2025-06-15 14:00:00,2.9522,3.0171,2.9776,3.0105,727186.0,0,2.9818837689179327,2.980809048620986,0.001074720296946552,-0.003906267260262797,1,1
2025-06-15 15:00:00,2.9958,3.0317,3.0114,3.009,1474878.2,0,2.986055496776712,2.982897267241654,0.003158229535058066,-0.0024933679011986246,1,1
2025-06-15 16:00:00,2.9917,3.018,3.0093,3.0135,426015.8,0,2.9902777280418333,2.985164136334865,0.005113591706968457,-0.0009719759795652084,1,1
2025-06-15 17:00:00,2.9955,3.0279,3.0123,3.0175,284163.9,0,2.9944657698815513,2.987559385495245,0.006906384386306197,0.0006036960936090727,1,1
2025-06-15 18:00:00,2.9953,3.031,3.0171,3.0303,328820.7,0,2.9999787283613126,2.990725356940042,0.009253371421270806,0.0023336311591414193,1,1
2025-06-15 19:00:00,3.0045,3.0435,3.0298,3.0195,431860.7,0,3.0029820009211106,2.9928568119815204,0.010125188939590135,0.0038919427152311627,1,1
2025-06-15 20:00:00,2.97,3.0206,3.0198,2.9859,787692.0,0,3.000354000779401,2.992341492575482,0.0080125082039193,0.004716055812968791,1,1
2025-06-15 21:00:00,2.963,3.002,2.9846,3.0001,454082.9,0,3.0003149237364166,2.99291619682915,0.007398726907266617,0.0052525900318283565,1,1
2025-06-15 22:00:00,2.9937,3.04,3.0,3.0246,606328.5,0,3.0040510893154293,2.995263145212176,0.008787944103253231,0.005959660846113332,1,1
2025-06-15 23:00:00,3.0165,3.0351,3.0249,3.0235,344815.8,0,3.0070432294207476,2.9973547640853484,0.009688465335399243,0.006705421743970514,1,1
2025-06-16 00:00:00,2.985,3.0267,3.0246,3.0015,495805.0,0,3.006190424894479,2.9976618185975448,0.008528606296934083,0.007070058654563228,1,1
2025-06-16 01:00:00,2.9729,3.0479,3.0015,3.0461,884012.2,0,3.0123303595260973,3.001249832034764,0.01108052749133348,0.00787215242191728,1,1
2025-06-16 02:00:00,3.0469,3.0882,3.0471,3.0714,923424.9,1,3.021417996522082,3.0064461407729293,0.01497185574915294,0.009292093087364412,1,1
2025-06-16 03:00:00,3.0605,3.0825,3.0717,3.0678,471750.0,0,3.0285536893648386,3.0109908710860456,0.017562818278793024,0.010946238125650135,1,1
2025-06-16 04:00:00,3.0572,3.0948,3.0686,3.0674,612703.5,0,3.034530044847171,3.015169325079672,0.0193607197674992,0.012629134454019949,1,1
2025-06-16 05:00:00,3.05,3.0987,3.0675,3.0782,542963.7,0,3.0412484994860676,3.0198382639626593,0.02141023552340826,0.014385354667897612,1,1
2025-06-16 06:00:00,3.0723,3.1035,3.0789,3.0891,384696.1,0,3.0486102687959034,3.0249687629283883,0.02364150586751501,0.01623658490782109,1,1
2025-06-16 07:00:00,3.0899,3.1408,3.0902,3.14,610433.0,1,3.0626702274426876,3.0334895953040633,0.02918063213862432,0.01882539435398174,1,1
2025-06-16 08:00:00,3.1083,3.1421,3.14,3.1205,420882.2,0,3.071567115528428,3.0399348104667254,0.03163230506170267,0.021386776495525926,1,1
2025-06-16 09:00:00,3.0968,3.1235,3.1188,3.1022,554387.6,0,3.076279866985593,3.0445470467284497,0.03173282025714341,0.023455985247849424,1,1
2025-06-16 10:00:00,3.0781,3.1152,3.1023,3.0869,222053.9,0,3.0779137336031943,3.0476843025263425,0.03022943107685183,0.024810674413649907,1,1
2025-06-16 11:00:00,3.07,3.1176,3.087,3.1122,377042.4,0,3.0831885438180877,3.0524632430799468,0.030725300738140948,0.025993599678548116,1,1
2025-06-16 12:00:00,3.083,3.1154,3.1126,3.0995,389426.3,0,3.085697998615305,3.055947447296247,0.029750551319057905,0.026744990006650076,1,1
2025-06-16 13:00:00,3.0887,3.1326,3.0995,3.128,498025.6,0,3.092205998828335,3.061284673422451,0.030921325405884215,0.027580257086496904,1,1
2025-06-16 14:00:00,3.1144,3.1598,3.1272,3.1172,1574824.7,0,3.0960512297778218,3.0654265494652324,0.03062468031258936,0.028189141731715397,1,1
2025-06-16 15:00:00,3.1025,3.134,3.1174,3.1091,1229790.9,0,3.098058732888926,3.0686616198752152,0.02939711301371073,0.028430735988114467,1,1
2025-06-16 16:00:00,3.0993,3.1383,3.109,3.1247,565156.1,0,3.102157389367553,3.0728126109955696,0.02934477837198335,0.028613544464888244,1,1
2025-06-16 17:00:00,3.1026,3.1329,3.1244,3.1075,433930.6,0,3.102979329464852,3.07538204721812,0.027597282246732302,0.02841029202125706,-1,-1
2025-06-16 18:00:00,3.1038,3.1297,3.1079,3.1288,846885.2,0,3.1069517403164135,3.07933893260937,0.02761280770704344,0.028250795158414336,-1,-1
2025-06-16 19:00:00,3.1172,3.1534,3.129,3.1257,942025.0,0,3.1098360879600424,3.082773085749417,0.02706300221062552,0.028013236568856573,-1,-1
2025-06-16 20:00:00,3.1004,3.1371,3.1263,3.1297,793186.4,0,3.112892074427728,3.0862491534716825,0.02664292095604548,0.027739173446294355,-1,-1
2025-06-16 21:00:00,3.1076,3.1347,3.1296,3.1239,268004.9,0,3.1145856014388467,3.0890381050663724,0.02554749637247422,0.027300838031530328,-1,-1
2025-06-16 22:00:00,3.02,3.1371,3.1233,3.0522,1590287.4,-1,3.104987816602101,3.0863093565429374,0.018678460059163626,0.02557636243705699,-1,-1
2025-06-16 23:00:00,2.9834,3.0783,3.0519,2.9969,2546711.1,0,3.088358921740239,3.0796864412434606,0.0086724804967786,0.022195586049001313,-1,-1
2025-06-17 00:00:00,2.9277,3.0261,2.9974,3.0246,2853607.1,0,3.0785498568571255,3.0756059641143154,0.002943892742810039,0.01834524738776306,-1,-1
2025-06-17 01:00:00,3.0004,3.0311,3.0249,3.003,436038.1,0,3.066926801956029,3.070227744550292,-0.0033009425942629456,0.014016009391357859,-1,-1
2025-06-17 02:00:00,2.988,3.0409,3.0036,3.0361,648609.0,0,3.062184217039717,3.0676997634724925,-0.005515546432775409,0.010109698226531206,-1,-1
2025-06-17 03:00:00,3.0304,3.0593,3.0378,3.042,630710.9,0,3.0590789528797604,3.065796077289345,-0.006717124409584496,0.006744333699308065,-1,-1
2025-06-17 04:00:00,3.0168,3.0469,3.0418,3.0285,364040.1,0,3.0543744985905663,3.0630334048975416,-0.0086589063069753,0.0036636856980513926,-1,-1
2025-06-17 05:00:00,3.0013,3.0318,3.0283,3.0096,226224.0,0,3.0474861141920178,3.059075374905131,-0.01158926071311317,0.0006130964158184801,-1,-1
2025-06-17 06:00:00,2.9811,3.0183,3.0093,2.994,290180.2,0,3.0392574812393995,3.05425497676401,-0.014997495524610382,-0.002509021972267293,-1,-1
2025-06-17 07:00:00,2.9838,3.003,2.9928,2.9949,234220.5,0,3.032433253356415,3.049858311818528,-0.01742505846211273,-0.0054922292702363805,-1,-1
2025-06-17 08:00:00,2.9577,2.9962,2.9957,2.9614,541687.1,-1,3.021505060532351,3.0433058442764147,-0.02180078374406369,-0.008753940165001842,-1,-1
2025-06-17 09:00:00,2.9397,2.969,2.9616,2.9473,1623903.1,0,3.0100888973735276,3.0361943002559397,-0.026105402882412143,-0.012224232708483903,-1,-1
2025-06-17 10:00:00,2.9142,2.9517,2.9468,2.9434,634923.8,0,2.9998290670083696,3.0293206483851294,-0.02949158137675978,-0.01567770244213908,-1,-1
2025-06-17 11:00:00,2.8878,2.9446,2.9438,2.9142,4378060.7,0,2.9866553643916975,3.020793192949194,-0.03413782855749625,-0.019369727665210515,-1,-1
2025-06-17 12:00:00,2.894,2.9304,2.9132,2.9042,1781539.0,0,2.973969923716052,3.0121566601381424,-0.03818673642209047,-0.023133129416586507,-1,-1
2025-06-17 13:00:00,2.8956,2.9258,2.9037,2.9092,635497.5,0,2.9640053200674283,3.0045302408686503,-0.04052492080122194,-0.026611487693513593,-1,-1
2025-06-17 14:00:00,2.8801,2.9344,2.9094,2.8831,558452.9,0,2.9515583477493625,2.995535408211713,-0.043977060462350615,-0.030084602247281,-1,-1
2025-06-17 15:00:00,2.8268,2.8836,2.8831,2.8611,2474424.4,0,2.9376416788648454,2.9855772298256604,-0.04793555096081503,-0.03365479198998781,-1,-1
2025-06-17 16:00:00,2.8075,2.8643,2.861,2.8083,3223654.0,-1,2.9177429590394848,2.9724455831719077,-0.05470262413242288,-0.037864358418474825,-1,-1
2025-06-17 17:00:00,2.8022,2.8539,2.8087,2.8195,1422585.9,0,2.902628657648795,2.9611162807147293,-0.05848762306593436,-0.04198901134796673,-1,-1
2025-06-17 18:00:00,2.8053,2.8632,2.8195,2.8612,1183621.9,0,2.896255018010519,2.9537150747358605,-0.0574600567253416,-0.045083220423441706,-1,-1
2025-06-17 19:00:00,2.8582,2.9029,2.8605,2.8759,986049.3,0,2.8931234767781313,2.947950995125797,-0.05482751834766564,-0.04703208000828649,-1,-1
2025-06-17 20:00:00,2.8473,2.887,2.8746,2.85,1019448.4,-1,2.886489095735342,2.9406953658572195,-0.05420627012187751,-0.048466918031004703,-1,-1
2025-06-17 21:00:00,2.8341,2.8676,2.8494,2.8419,733056.7,0,2.8796292348529815,2.9333771906085366,-0.05374795575555513,-0.04952312557591479,-1,-1
2025-06-17 22:00:00,2.8206,2.8552,2.8422,2.8232,837854.1,0,2.870947814106369,2.9252159172301266,-0.054268103123757516,-0.05047212108548334,-1,-1
2025-06-17 23:00:00,2.8218,2.857,2.8236,2.8366,347919.8,0,2.8656635350130815,2.91865177521308,-0.05298824019999859,-0.05097534490838639,-1,-1
2025-06-18 00:00:00,2.8188,2.8545,2.8372,2.844,346885.5,0,2.8623306834726074,2.913122014086185,-0.05079133061357766,-0.05093854204942465,1,1
2025-06-18 01:00:00,2.8415,2.8767,2.8442,2.8486,451311.9,0,2.860218270630668,2.9083426056353567,-0.048124335004688934,-0.05037570064047751,1,1
2025-06-18 02:00:00,2.8392,2.867,2.8488,2.8522,309517.4,0,2.858984690533642,2.904183894106812,-0.04519920357317009,-0.04934040122701602,1,1
2025-06-18 03:00:00,2.846,2.8886,2.8519,2.8818,360928.3,1,2.862494738143851,2.9025258278766777,-0.040031089732826874,-0.047478538928178195,1,1
2025-06-18 04:00:00,2.8788,2.9164,2.882,2.909,383085.2,0,2.8696493938140275,2.903005396182109,-0.03335600236808167,-0.04465403161615889,1,1
2025-06-18 05:00:00,2.8928,2.919,2.9092,2.9,526359.8,0,2.874318717842639,2.9027827742426937,-0.028464056400054893,-0.041416036572938096,1,1
2025-06-18 06:00:00,2.8539,2.9039,2.9002,2.8658,417048.9,0,2.8730081458668484,2.9000433094839755,-0.0270351636171271,-0.0385398619817759,1,1
2025-06-18 07:00:00,2.8511,2.8715,2.8656,2.8671,309156.0,0,2.8720992003488717,2.8976030643370145,-0.02550386398814286,-0.03593266238304929,1,1
2025-06-18 08:00:00,2.7569,2.8773,2.8671,2.7756,3299724.7,-1,2.8572531695259684,2.8885658003120507,-0.03131263078608226,-0.035008656063655885,1,0
2025-06-18 09:00:00,2.7363,2.7974,2.7777,2.7507,1826206.7,0,2.840860374214281,2.8783535188074545,-0.03749314459317343,-0.0355055537695594,-1,-1
2025-06-18 10:00:00,2.7069,2.7568,2.7509,2.7169,1719777.3,0,2.821789547412084,2.8663939988957914,-0.0446044514837074,-0.037325333312389,-1,-1
2025-06-18 11:00:00,2.7139,2.7764,2.716,2.7714,1087641.0,0,2.8140373093486866,2.859357406384992,-0.04532009703630546,-0.03892428605717229,-1,-1
2025-06-18 12:00:00,2.7396,2.7729,2.7698,2.7432,642808.5,0,2.8031392617565807,2.8507531540601776,-0.047613892303596916,-0.04066220730645722,-1,-1
2025-06-18 13:00:00,2.718,2.7674,2.7432,2.7662,1208228.3,0,2.7974562984094145,2.8444899574631273,-0.04703365905371282,-0.041936497655908345,-1,-1
2025-06-18 14:00:00,2.7548,2.8151,2.7664,2.7777,1775317.7,0,2.7944168678848893,2.8395425532065994,-0.04512568532171013,-0.0425743351890687,-1,-1
2025-06-18 15:00:00,2.7668,2.7993,2.777,2.7769,548490.1,0,2.791721965133368,2.8349023640801847,-0.04318039894681691,-0.04269554794061835,-1,-1
2025-06-18 16:00:00,2.762,2.7858,2.7773,2.7802,443957.6,0,2.78994935511285,2.8308503371112823,-0.040900981998432506,-0.04233663475218118,1,1
2025-06-18 17:00:00,2.7646,2.8105,2.7796,2.804,493398.5,0,2.792110992787796,2.8288614232511873,-0.036750430463391215,-0.04121939389442319,1,1
2025-06-18 18:00:00,2.765,2.8262,2.8041,2.768,1365624.5,0,2.788401609281981,2.824353169677025,-0.03595156039504399,-0.04016582719454735,1,1
2025-06-18 19:00:00,2.7619,2.8076,2.7678,2.7701,1087477.8,0,2.7855859770847533,2.820334416367616,-0.03474843928286253,-0.03908234961221039,1,1
2025-06-18 20:00:00,2.7617,2.8429,2.7704,2.828,1016085.4,0,2.7921112113794067,2.820902237377422,-0.028791025998015307,-0.037024084889371374,1,1
2025-06-18 21:00:00,2.8034,2.846,2.8288,2.8368,937936.7,0,2.798986409628729,2.822079849423539,-0.023093439794810156,-0.03423795587045913,1,1
2025-06-18 22:00:00,2.825,2.8473,2.8364,2.8293,720280.2,0,2.803650038916617,2.822614675392166,-0.018964636475549135,-0.03118329199147713,1,1
2025-06-18 23:00:00,2.8147,2.8396,2.8292,2.8196,341520.5,0,2.8061038790832913,2.8223913661038575,-0.01628748702056626,-0.02820413099729496,1,1
