start,low,high,open,close,volume,ichimokucloud_signal,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,signal
2025-06-14 20:00:00,2.8523,2.8955,2.8748,2.8878,450016.6,0,2.9192,2.94445,2.931825,3.08925,3.0246,0
2025-06-14 21:00:00,2.8846,2.93,2.888,2.9196,511471.2,0,2.9141500000000002,2.94445,2.9293,3.0838,3.0235,0
2025-06-14 22:00:00,2.9163,2.9387,2.9199,2.9343,493625.3,0,2.9035,2.94445,2.923975,3.07245,3.0015,0
2025-06-14 23:00:00,2.9271,2.9546,2.9347,2.9475,430625.1,0,2.8983,2.94445,2.921375,3.04035,3.0461,0
2025-06-15 00:00:00,2.9446,2.9721,2.9478,2.9702,355576.6,0,2.8889,2.94445,2.9166749999999997,3.02745,3.0714,0
2025-06-15 01:00:00,2.9577,2.9797,2.97,2.9637,448528.6,0,2.8926999999999996,2.942,2.91735,3.01905,3.0678,0
2025-06-15 02:00:00,2.9637,2.99,2.964,2.9895,256007.6,0,2.89785,2.93225,2.91505,3.01905,3.0674,0
2025-06-15 03:00:00,2.9751,2.9948,2.9891,2.9812,547453.9,0,2.91275,2.93225,2.9225,3.00875,3.0782,0
2025-06-15 04:00:00,2.979,3.0156,2.9805,3.0112,782535.4,1,2.9339500000000003,2.93225,2.9331,2.94445,3.0891,1
2025-06-15 05:00:00,2.9859,3.0354,3.0111,3.0272,944873.8,0,2.96,2.93225,2.946125,2.94445,3.14,0
2025-06-15 06:00:00,3.0039,3.0371,3.0276,3.006,1049290.3,0,2.9767,2.93225,2.954475,2.94445,3.1205,0
2025-06-15 07:00:00,2.984,3.0095,3.0057,2.9946,548126.3,0,2.9821,2.93215,2.957125,2.94445,3.1022,0
2025-06-15 08:00:00,2.9758,2.9975,2.994,2.9834,205393.7,0,2.99085,2.9214,2.956125,2.94445,3.0869,0
2025-06-15 09:00:00,2.9514,2.9832,2.9832,2.9631,245899.2,0,2.99425,2.9214,2.957825,2.94445,3.1122,0
2025-06-15 10:00:00,2.9634,2.9898,2.9634,2.987,220949.4,0,2.99425,2.9214,2.957825,2.94445,3.0995,0
2025-06-15 11:00:00,2.9526,2.9897,2.9867,2.9626,246762.8,0,2.99425,2.9214,2.957825,2.94445,3.128,0
2025-06-15 12:00:00,2.9523,2.9839,2.9622,2.9763,399260.3,0,2.99425,2.9214,2.957825,2.94445,3.1172,0
2025-06-15 13:00:00,2.957,2.9861,2.9754,2.9777,463785,0,2.99425,2.9214,2.957825,2.94445,3.1091,0
2025-06-15 14:00:00,2.9522,3.0171,2.9776,3.0105,727186,0,2.99425,2.9214,2.957825,2.94445,3.1247,0
2025-06-15 15:00:00,2.9958,3.0317,3.0114,3.009,1474878.2,0,2.99155,2.9214,2.956475,2.94445,3.1075,0
2025-06-15 16:00:00,2.9917,3.018,3.0093,3.0135,426015.8,0,2.99155,2.9214,2.956475,2.94445,3.1288,0
2025-06-15 17:00:00,2.9955,3.0279,3.0123,3.0175,284163.9,0,2.99155,2.9214,2.956475,2.94445,3.1257,0
2025-06-15 18:00:00,2.9953,3.031,3.0171,3.0303,328820.7,0,2.99195,2.9214,2.956675,2.94445,3.1297,0
2025-06-15 19:00:00,3.0045,3.0435,3.0298,3.0195,431860.7,0,2.9978499999999997,2.9246,2.9612249999999998,2.94445,3.1239,0
2025-06-15 20:00:00,2.97,3.0206,3.0198,2.9859,787692,0,2.9978499999999997,2.9371,2.967475,2.94445,3.0522,0
2025-06-15 21:00:00,2.963,3.002,2.9846,3.0001,454082.9,0,2.9978499999999997,2.9478999999999997,2.9728749999999997,2.94445,2.9969,0
2025-06-15 22:00:00,2.9937,3.04,3.0,3.0246,606328.5,0,2.9978499999999997,2.96405,2.98095,2.94445,3.0246,0
2025-06-15 23:00:00,3.0165,3.0351,3.0249,3.0235,344815.8,0,3.00325,2.9798999999999998,2.991575,2.94445,3.003,0
2025-06-16 00:00:00,2.985,3.0267,3.0246,3.0015,495805,0,3.00325,2.9852999999999996,2.994275,2.94445,3.0361,0
2025-06-16 01:00:00,2.9729,3.0479,3.0015,3.0461,884012.2,0,3.0054499999999997,2.99625,3.00085,2.94445,3.042,0
2025-06-16 02:00:00,3.0469,3.0882,3.0471,3.0714,923424.9,0,3.0256,3.0198,3.0227,2.94695,3.0285,0
2025-06-16 03:00:00,3.0605,3.0825,3.0717,3.0678,471750,0,3.0256,3.0198,3.0227,2.94695,3.0096,0
2025-06-16 04:00:00,3.0572,3.0948,3.0686,3.0674,612703.5,0,3.0289,3.0231000000000003,3.0260000000000002,2.95025,2.994,0
2025-06-16 05:00:00,3.05,3.0987,3.0675,3.0782,542963.7,0,3.03085,3.0250500000000002,3.02795,2.9522,2.9949,0
2025-06-16 06:00:00,3.0723,3.1035,3.0789,3.0891,384696.1,0,3.0382,3.02745,3.032825,2.9546,2.9614,0
2025-06-16 07:00:00,3.0899,3.1408,3.0902,3.14,610433,0,3.05685,3.0461,3.051475,2.97325,2.9473,0
2025-06-16 08:00:00,3.1083,3.1421,3.14,3.1205,420882.2,0,3.0575,3.0467500000000003,3.052125,2.9739,2.9434,0
2025-06-16 09:00:00,3.0968,3.1235,3.1188,3.1022,554387.6,0,3.0575,3.0467500000000003,3.052125,2.9739,2.9142,0
2025-06-16 10:00:00,3.0781,3.1152,3.1023,3.0869,222053.9,0,3.0945,3.0467500000000003,3.070625,2.9739,2.9042,0
2025-06-16 11:00:00,3.07,3.1176,3.087,3.1122,377042.4,0,3.09605,3.0471500000000002,3.0716,2.9739,2.9092,0
2025-06-16 12:00:00,3.083,3.1154,3.1126,3.0995,389426.3,0,3.09605,3.0471500000000002,3.0716,2.9739,2.8831,0
2025-06-16 13:00:00,3.0887,3.1326,3.0995,3.128,498025.6,0,3.09605,3.0471500000000002,3.0716,2.9739,2.8611,0
2025-06-16 14:00:00,3.1144,3.1598,3.1272,3.1172,1574824.7,0,3.1149,3.056,3.08545,2.9827500000000002,2.8083,0
2025-06-16 15:00:00,3.1025,3.134,3.1174,3.1091,1229790.9,0,3.1149,3.056,3.08545,2.9827500000000002,2.8195,0
2025-06-16 16:00:00,3.0993,3.1383,3.109,3.1247,565156.1,0,3.1149,3.0614,3.0881499999999997,2.9827500000000002,2.8612,0
2025-06-16 17:00:00,3.1026,3.1329,3.1244,3.1075,433930.6,0,3.1149,3.0614,3.0881499999999997,2.9827500000000002,2.8759,0
2025-06-16 18:00:00,3.1038,3.1297,3.1079,3.1288,846885.2,0,3.1149,3.0614,3.0881499999999997,2.9827500000000002,2.85,0
2025-06-16 19:00:00,3.1172,3.1534,3.129,3.1257,942025,0,3.1149,3.0614,3.0881499999999997,2.9827500000000002,2.8419,0
2025-06-16 20:00:00,3.1004,3.1371,3.1263,3.1297,793186.4,0,3.1214000000000004,3.0614,3.0914,2.9827500000000002,2.8232,0
2025-06-16 21:00:00,3.1076,3.1347,3.1296,3.1239,268004.9,0,3.12425,3.0614,3.092825,2.9827500000000002,2.8366,0
2025-06-16 22:00:00,3.02,3.1371,3.1233,3.0522,1590287.4,0,3.0899,3.0614,3.07565,2.9952500000000004,2.844,0
2025-06-16 23:00:00,2.9834,3.0783,3.0519,2.9969,2546711.1,0,3.0684,3.06635,3.067375,3.00605,2.8486,0
2025-06-17 00:00:00,2.9277,3.0261,2.9974,3.0246,2853607.1,-1,3.04055,3.04375,3.0421500000000004,3.0221999999999998,2.8522,-1
2025-06-17 01:00:00,3.0004,3.0311,3.0249,3.003,436038.1,0,3.04055,3.04375,3.0421500000000004,3.03805,2.8818,0
2025-06-17 02:00:00,2.988,3.0409,3.0036,3.0361,648609,0,3.04055,3.04375,3.0421500000000004,3.04345,2.909,0
2025-06-17 03:00:00,3.0304,3.0593,3.0378,3.042,630710.9,0,3.04055,3.04375,3.0421500000000004,3.04375,2.9,0
2025-06-17 04:00:00,3.0168,3.0469,3.0418,3.0285,364040.1,0,3.0324,3.04375,3.038075,3.04375,2.8658,0
2025-06-17 05:00:00,3.0013,3.0318,3.0283,3.0096,226224,0,3.0324,3.04375,3.038075,3.04375,2.8671,0
2025-06-17 06:00:00,2.9811,3.0183,3.0093,2.994,290180.2,0,3.0324,3.04375,3.038075,3.04375,2.7756,0
2025-06-17 07:00:00,2.9838,3.003,2.9928,2.9949,234220.5,0,3.003,3.04375,3.023375,3.04375,2.7507,0
2025-06-17 08:00:00,2.9577,2.9962,2.9957,2.9614,541687.1,0,2.9935,3.04375,3.018625,3.04375,2.7169,0
2025-06-17 09:00:00,2.9397,2.969,2.9616,2.9473,1623903.1,0,2.9995000000000003,3.04375,3.0216250000000002,3.04375,2.7714,0
2025-06-17 10:00:00,2.9142,2.9517,2.9468,2.9434,634923.8,0,2.98675,3.037,3.011875,3.037,2.7432,0
2025-06-17 11:00:00,2.8878,2.9446,2.9438,2.9142,4378060.7,0,2.97355,3.0238,2.998675,3.0238,2.7662,0
2025-06-17 12:00:00,2.894,2.9304,2.9132,2.9042,1781539,0,2.9673499999999997,3.0238,2.9955749999999997,3.0238,2.7777,0
2025-06-17 13:00:00,2.8956,2.9258,2.9037,2.9092,635497.5,0,2.9598,3.0238,2.9918,3.0238,2.7769,0
2025-06-17 14:00:00,2.8801,2.9344,2.9094,2.8831,558452.9,0,2.9492000000000003,3.01995,2.9845750000000004,3.01995,2.7802,0
2025-06-17 15:00:00,2.8268,2.8836,2.8831,2.8611,2474424.4,0,2.9149000000000003,2.9933,2.9541000000000004,2.9933,2.804,0
2025-06-17 16:00:00,2.8075,2.8643,2.861,2.8083,3223654,0,2.90185,2.9804500000000003,2.9411500000000004,2.98365,2.768,0
2025-06-17 17:00:00,2.8022,2.8539,2.8087,2.8195,1422585.9,0,2.8856,2.9778000000000002,2.9317,2.981,2.7701,0
2025-06-17 18:00:00,2.8053,2.8632,2.8195,2.8612,1183621.9,0,2.87695,2.9778000000000002,2.927375,2.981,2.828,0
2025-06-17 19:00:00,2.8582,2.9029,2.8605,2.8759,986049.3,0,2.8734,2.9778000000000002,2.9256,2.981,2.8368,0
2025-06-17 20:00:00,2.8473,2.887,2.8746,2.85,1019448.4,0,2.8683,2.9778000000000002,2.92305,2.981,2.8365,0
2025-06-17 21:00:00,2.8341,2.8676,2.8494,2.8419,733056.7,0,2.8683,2.96965,2.918975,2.981,,0
2025-06-17 22:00:00,2.8206,2.8552,2.8422,2.8232,837854.1,0,2.8683,2.96965,2.918975,2.981,,0
2025-06-17 23:00:00,2.8218,2.857,2.8236,2.8366,347919.8,0,2.85255,2.96965,2.9111000000000002,2.981,,0
2025-06-18 00:00:00,2.8188,2.8545,2.8372,2.844,346885.5,0,2.85255,2.94025,2.8964,2.981,,0
2025-06-18 01:00:00,2.8415,2.8767,2.8442,2.8486,451311.9,0,2.85255,2.9307499999999997,2.89165,2.981,,0
2025-06-18 02:00:00,2.8392,2.867,2.8488,2.8522,309517.4,0,2.8541,2.9307499999999997,2.892425,2.981,,0
2025-06-18 03:00:00,2.846,2.8886,2.8519,2.8818,360928.3,0,2.86085,2.9307499999999997,2.8958,2.981,,0
2025-06-18 04:00:00,2.8788,2.9164,2.882,2.909,383085.2,0,2.8676,2.9307499999999997,2.8991749999999996,2.981,,0
2025-06-18 05:00:00,2.8928,2.919,2.9092,2.9,526359.8,0,2.8689,2.92455,2.896725,2.981,,0
2025-06-18 06:00:00,2.8539,2.9039,2.9002,2.8658,417048.9,0,2.8689,2.917,2.89295,2.981,,0
2025-06-18 07:00:00,2.8511,2.8715,2.8656,2.8671,309156,0,2.8689,2.91025,2.889575,2.981,,0
2025-06-18 08:00:00,2.7569,2.8773,2.8671,2.7756,3299724.7,0,2.83795,2.87995,2.85895,2.9583500000000003,,0
2025-06-18 09:00:00,2.7363,2.7974,2.7777,2.7507,1826206.7,0,2.82765,2.86625,2.84695,2.9480500000000003,,0
2025-06-18 10:00:00,2.7069,2.7568,2.7509,2.7169,1719777.3,0,2.81295,2.83795,2.82545,2.93335,,0
2025-06-18 11:00:00,2.7139,2.7764,2.716,2.7714,1087641,0,2.81295,2.8293,2.821125,2.93335,,0
2025-06-18 12:00:00,2.7396,2.7729,2.7698,2.7432,642808.5,0,2.81295,2.82575,2.81935,2.93335,,0
2025-06-18 13:00:00,2.718,2.7674,2.7432,2.7662,1208228.3,0,2.81295,2.82065,2.8167999999999997,2.93335,,0
2025-06-18 14:00:00,2.7548,2.8151,2.7664,2.7777,1775317.7,0,2.8054,2.82065,2.813025,2.93335,,0
2025-06-18 15:00:00,2.7668,2.7993,2.777,2.7769,548490.1,0,2.7921,2.82065,2.806375,2.93335,,0
2025-06-18 16:00:00,2.762,2.7858,2.7773,2.7802,443957.6,0,2.7921,2.81295,2.802525,2.93335,,0
2025-06-18 17:00:00,2.7646,2.8105,2.7796,2.804,493398.5,0,2.761,2.81295,2.786975,2.93335,,0
2025-06-18 18:00:00,2.765,2.8262,2.8041,2.768,1365624.5,0,2.76655,2.81295,2.7897499999999997,2.9301500000000003,,0
2025-06-18 19:00:00,2.7619,2.8076,2.7678,2.7701,1087477.8,0,2.7700500000000003,2.81295,2.7915,2.9301500000000003,,0
2025-06-18 20:00:00,2.7617,2.8429,2.7704,2.828,1016085.4,0,2.78045,2.81295,2.7967,2.9301500000000003,,0
2025-06-18 21:00:00,2.8034,2.846,2.8288,2.8368,937936.7,0,2.782,2.81295,2.797475,2.9301500000000003,,0
2025-06-18 22:00:00,2.8296,2.846,2.8364,2.8365,258875.7,0,2.8004,2.81295,2.806675,2.9301500000000003,,0
