start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,signal
2025-06-16 22:00:00,3.02,3.1371,3.1233,3.0522,1590287.4,3.10553,0.024585920232590666,3.154701840465181,3.0563581595348186,1,1
2025-06-16 23:00:00,2.9834,3.0783,3.0519,2.9969,2546711.1,3.101985,0.033725256426775124,3.1694355128535503,3.0345344871464497,1,1
2025-06-17 00:00:00,2.9277,3.0261,2.9974,3.0246,2853607.1,3.099845,0.037212893563488614,3.1742707871269773,3.025419212873023,1,1
2025-06-17 01:00:00,3.0004,3.0311,3.0249,3.003,436038.1,3.096085,0.04288226568787419,3.1818495313757484,3.0103204686242515,1,1
2025-06-17 02:00:00,2.988,3.0409,3.0036,3.0361,648609,3.093435,0.044925579104713384,3.1832861582094267,3.003583841790573,0,0
2025-06-17 03:00:00,3.0304,3.0593,3.0378,3.042,630710.9,3.088535,0.044923856925377224,3.178382713850754,2.9986872861492455,0,0
2025-06-17 04:00:00,3.0168,3.0469,3.0418,3.0285,364040.1,3.083935,0.04617138866850428,3.1762777773370083,2.9915922226629914,0,0
2025-06-17 05:00:00,3.0013,3.0318,3.0283,3.0096,226224,3.079305,0.04881085378650501,3.1769267075730103,2.98168329242699,0,0
2025-06-17 06:00:00,2.9811,3.0183,3.0093,2.994,290180.2,3.07466,0.052342610195751794,3.179345220391504,2.9699747796084965,0,0
2025-06-17 07:00:00,2.9838,3.003,2.9928,2.9949,234220.5,3.068795,0.05444440404282261,3.1776838080856455,2.959906191914355,0,0
2025-06-17 08:00:00,2.9577,2.9962,2.9957,2.9614,541687.1,3.06189,0.05891875673107868,3.1797275134621574,2.9440524865378426,0,0
2025-06-17 09:00:00,2.9397,2.969,2.9616,2.9473,1623903.1,3.052855,0.06202066272833888,3.1768963254566778,2.9288136745433224,0,0
2025-06-17 10:00:00,2.9142,2.9517,2.9468,2.9434,634923.8,3.0441650000000005,0.06465067488555028,3.173466349771101,2.9148636502289,0,0
2025-06-17 11:00:00,2.8878,2.9446,2.9438,2.9142,4378060.7,3.03442,0.0688971514192239,3.1722143028384475,2.8966256971615523,0,0
2025-06-17 12:00:00,2.894,2.9304,2.9132,2.9042,1781539,3.023395,0.07129083852707888,3.1659766770541578,2.880813322945842,0,0
2025-06-17 13:00:00,2.8956,2.9258,2.9037,2.9092,635497.5,3.01348,0.07275264220196924,3.1589852844039386,2.8679747155960613,0,0
2025-06-17 14:00:00,2.8801,2.9344,2.9094,2.8831,558452.9,3.001195,0.07299884984673895,3.147192699693478,2.8551973003065223,0,0
2025-06-17 15:00:00,2.8268,2.8836,2.8831,2.8611,2474424.4,2.987965,0.07322361766677425,3.1344122353335484,2.8415177646664516,0,0
2025-06-17 16:00:00,2.8075,2.8643,2.861,2.8083,3223654,2.971895,0.07570652113328626,3.1233080422665727,2.8204819577334272,1,1
2025-06-17 17:00:00,2.8022,2.8539,2.8087,2.8195,1422585.9,2.9566749999999997,0.07412074697126615,3.104916493942532,2.8084335060574674,0,0
2025-06-17 18:00:00,2.8053,2.8632,2.8195,2.8612,1183621.9,2.947125,0.0734668623831221,3.0940587247662443,2.800191275233756,0,0
2025-06-17 19:00:00,2.8582,2.9029,2.8605,2.8759,986049.3,2.941075,0.07413132639195891,3.089337652783918,2.792812347216082,0,0
2025-06-17 20:00:00,2.8473,2.887,2.8746,2.85,1019448.4,2.9323449999999998,0.07405815264833306,3.080461305296666,2.7842286947033337,0,0
2025-06-17 21:00:00,2.8341,2.8676,2.8494,2.8419,733056.7,2.92429,0.0747269056033518,3.0737438112067035,2.7748361887932966,0,0
2025-06-17 22:00:00,2.8206,2.8552,2.8422,2.8232,837854.1,2.913645,0.07310752337265895,3.059860046745318,2.7674299532546818,0,0
2025-06-17 23:00:00,2.8218,2.857,2.8236,2.8366,347919.8,2.9033749999999996,0.06840319994823056,3.040181399896461,2.7665686001035383,0,0
2025-06-18 00:00:00,2.8188,2.8545,2.8372,2.844,346885.5,2.89415,0.0628565911629905,3.019863182325981,2.7684368176740186,0,0
2025-06-18 01:00:00,2.8415,2.8767,2.8442,2.8486,451311.9,2.8861,0.057362246891320835,3.0008244937826416,2.771375506217358,0,0
2025-06-18 02:00:00,2.8392,2.867,2.8488,2.8522,309517.4,2.87901,0.05181930040763445,2.982648600815269,2.7753713991847313,0,0
2025-06-18 03:00:00,2.846,2.8886,2.8519,2.8818,360928.3,2.8733549999999997,0.04410350833401202,2.9615620166680237,2.7851479833319757,0,0
2025-06-18 04:00:00,2.8788,2.9164,2.882,2.909,383085.2,2.870735,0.039959601639127394,2.950654203278255,2.790815796721745,0,0
2025-06-18 05:00:00,2.8928,2.919,2.9092,2.9,526359.8,2.86837,0.03643379142903747,2.9412375828580752,2.795502417141925,0,0
2025-06-18 06:00:00,2.8539,2.9039,2.9002,2.8658,417048.9,2.86449,0.031868990042291406,2.928227980084583,2.800752019915417,0,0
2025-06-18 07:00:00,2.8511,2.8715,2.8656,2.8671,309156,2.8621350000000003,0.029666413314508616,2.9214678266290175,2.802802173370983,0,0
2025-06-18 08:00:00,2.7569,2.8773,2.8671,2.7756,3299724.7,2.855705,0.03372783443669908,2.923160668873398,2.7882493311266017,1,1
2025-06-18 09:00:00,2.7363,2.7974,2.7777,2.7507,1826206.7,2.84778,0.038744773501520856,2.925269547003042,2.7702904529969583,1,1
2025-06-18 10:00:00,2.7069,2.7568,2.7509,2.7169,1719777.3,2.83947,0.04758534825364874,2.9346406965072975,2.7442993034927023,1,1
2025-06-18 11:00:00,2.7139,2.7764,2.716,2.7714,1087641,2.834985,0.04962294964609568,2.9342308992921913,2.735739100707809,0,0
2025-06-18 12:00:00,2.7396,2.7729,2.7698,2.7432,642808.5,2.83173,0.05345278388693309,2.9386355677738663,2.7248244322261335,0,0
2025-06-18 13:00:00,2.718,2.7674,2.7432,2.7662,1208228.3,2.829065,0.055388278020762585,2.939841556041525,2.7182884439584747,0,0
2025-06-18 14:00:00,2.7548,2.8151,2.7664,2.7777,1775317.7,2.82489,0.05598235530292741,2.936854710605855,2.712925289394145,0,0
2025-06-18 15:00:00,2.7668,2.7993,2.777,2.7769,548490.1,2.81994,0.05561021678186828,2.9311604335637362,2.7087195664362635,0,0
2025-06-18 16:00:00,2.762,2.7858,2.7773,2.7802,443957.6,2.81645,0.05581430207204566,2.9280786041440914,2.704821395855909,0,0
2025-06-18 17:00:00,2.7646,2.8105,2.7796,2.804,493398.5,2.814555,0.05554749958842803,2.925649999176856,2.703460000823144,0,0
2025-06-18 18:00:00,2.765,2.8262,2.8041,2.768,1365624.5,2.811795,0.056459230516598694,2.9247134610331975,2.6988765389668026,0,0
2025-06-18 19:00:00,2.7619,2.8076,2.7678,2.7701,1087477.8,2.8084700000000002,0.056878134731427755,2.922226269462856,2.6947137305371447,0,0
2025-06-18 20:00:00,2.7617,2.8429,2.7704,2.828,1016085.4,2.80767,0.05646310486084212,2.920596209721684,2.6947437902783156,0,0
2025-06-18 21:00:00,2.8034,2.846,2.8288,2.8368,937936.7,2.80708,0.05607320966473566,2.9192264193294712,2.694933580670529,0,0
2025-06-18 22:00:00,2.825,2.8473,2.8364,2.8293,720280.2,2.805935,0.05533229070567195,2.9165995814113437,2.695270418588656,0,0
2025-06-18 23:00:00,2.8147,2.8396,2.8292,2.8288,419803.1,2.803285,0.0527149461977506,2.908714892395501,2.6978551076044988,0,0
2025-06-19 00:00:00,2.8185,2.8681,2.8293,2.8444,792155.2,2.800055,0.047630468742515635,2.895315937485031,2.704794062514969,0,0
2025-06-19 01:00:00,2.8158,2.8477,2.8446,2.8255,688224.2,2.7963299999999998,0.04198088662838675,2.8802917732567734,2.712368226743226,0,0
2025-06-19 02:00:00,2.8132,2.84,2.8256,2.8224,470066.9,2.7941599999999998,0.03923269849983755,2.8726253969996747,2.715694603000325,0,0
2025-06-19 03:00:00,2.8225,2.847,2.8226,2.8438,404676.2,2.792995,0.03724854606841371,2.8674920921368274,2.7184979078631724,0,0
2025-06-19 04:00:00,2.8251,2.8472,2.844,2.838,195384.5,2.796115,0.038312980828959245,2.8727409616579185,2.7194890383420813,0,0
2025-06-19 05:00:00,2.8276,2.857,2.8382,2.8305,357937.3,2.800105,0.03748066835050012,2.875066336701,2.725143663299,0,0
2025-06-19 06:00:00,2.8051,2.8364,2.83,2.806,584704.9,2.80456,0.03195881230913762,2.8684776246182753,2.7406423753817246,0,0
2025-06-19 07:00:00,2.7981,2.8162,2.8061,2.7988,201640.1,2.80593,0.031036482776855497,2.868002965553711,2.743857034446289,0,0
