start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,adx_signal,ADX,+DI,-DI,signal
2025-06-13 15:00:00,3.002,3.0584,3.0151,3.0375,1220151.3,3.052195,0.08265335650840167,3.2175017130168033,2.886888286983197,0,-1,45.40758102721121,16.535699288905946,29.37691277600009,-1
2025-06-13 16:00:00,3.0231,3.0808,3.0375,3.0543,954001.3,3.044395,0.07383851851025412,3.1920720370205085,2.896717962979492,0,-1,43.55863703319392,18.25460974076532,27.11106176768865,-1
2025-06-13 17:00:00,3.0004,3.0539,3.0537,3.0406,932481.9,3.036015,0.06298213844541597,3.1619792768908317,2.910050723109168,0,-1,42.22801316133873,16.940170241142027,28.191435762119493,-1
2025-06-13 18:00:00,2.992,3.0529,3.0409,3.0174,1144168,3.0264300000000004,0.04807828156137001,3.1225865631227405,2.9302734368772603,0,-1,41.13227187015358,15.57551289856798,27.03154246510955,-1
2025-06-13 19:00:00,3.0039,3.0354,3.0159,3.0174,802372.8,3.01685,0.021561552038649828,3.0599731040772995,2.9737268959227,0,-1,40.114797814053084,14.906610587197541,25.870652204058665,-1
2025-06-13 20:00:00,3.0076,3.0563,3.0179,3.0465,570836.2,3.0194199999999998,0.021893368378278138,3.063206736756556,2.9756332632434437,0,-1,38.53568783100143,16.775703141065808,24.144267925563224,-1
2025-06-13 21:00:00,3.0351,3.0717,3.0468,3.0624,713669.1,3.0235700000000003,0.021774323362492035,3.0671186467249845,2.980021353275016,0,-1,36.62588631992926,18.072156181342027,22.907077399448063,-1
2025-06-13 22:00:00,3.0443,3.0824,3.0627,3.0548,358251.5,3.0281100000000003,0.017804195247769362,3.063718390495539,2.9925016095044614,0,-1,34.550027706621485,18.61604108052675,21.662668599996266,-1
2025-06-13 23:00:00,3.055,3.0832,3.055,3.0773,424460.1,3.030395,0.02093328940378945,3.072261578807579,2.988528421192421,-1,-1,32.59908413951196,17.955853642104348,20.757466039017395,-1
2025-06-14 00:00:00,3.0475,3.0783,3.0772,3.0532,777971.7,3.0310300000000003,0.02144238547215512,3.0739147709443104,2.9881452290556902,0,-1,30.98483474170095,17.120322174122318,20.92466598322151,-1
2025-06-14 01:00:00,3.0256,3.0535,3.0532,3.0315,550254.6,3.03273,0.01993925248030464,3.072608504960609,2.9928514950393907,0,-1,30.036408655751433,16.376914555528256,23.42449891280895,-1
2025-06-14 02:00:00,3.0204,3.0426,3.0321,3.032,240368,3.03338,0.019678296888214302,3.072736593776429,2.9940234062235715,0,-1,29.281686082541615,15.789405836013486,23.42446033048686,-1
2025-06-14 03:00:00,3.0255,3.046,3.0321,3.0321,334857.7,3.033555,0.01964909198383289,3.0728531839676654,2.994256816032334,0,-1,28.45402500903783,15.816823814525252,22.617571371550834,-1
2025-06-14 04:00:00,3.0272,3.0552,3.0321,3.0507,185054.5,3.034795,0.01992122578662666,3.074637451573253,2.9949525484267467,0,-1,27.33645880277501,16.638584356363165,21.526850730765986,-1
2025-06-14 05:00:00,3.0405,3.0588,3.051,3.0532,121571.5,3.0366150000000003,0.019853311403487988,3.0763216228069763,2.9969083771930243,0,-1,26.16016884680838,16.7381706493581,20.820160044350132,-1
2025-06-14 06:00:00,3.0289,3.0586,3.0537,3.0313,227409.3,3.03703,0.01963932949867564,3.0763086589973514,2.997751341002649,0,-1,25.42638249148806,15.829896435041741,21.809770495746285,-1
2025-06-14 07:00:00,3.0082,3.0336,3.0315,3.0285,275896.3,3.0372399999999997,0.01951812652785998,3.0762762530557195,2.99820374694428,0,-1,25.331653327826427,15.076420830329296,24.650734460122074,-1
2025-06-14 08:00:00,3.007,3.0291,3.0282,3.0255,386544.4,3.0383699999999996,0.018022269849438333,3.0744145396988762,3.002325460301123,0,-1,25.276538556529452,14.43272215743248,23.830085528705695,-1
2025-06-14 09:00:00,3.0075,3.029,3.0261,3.0105,62825,3.0385549999999997,0.017697203912354287,3.073949407824708,3.0031605921752913,0,-1,25.22536055461083,13.814764500524582,22.809766308491902,-1
2025-06-14 10:00:00,3.0077,3.027,3.0108,3.021,143365.2,3.0388849999999996,0.017279689172389544,3.073444378344779,3.0043256216552203,0,-1,25.17783812425782,13.265674741510747,21.90315591458934,-1
2025-06-14 11:00:00,3.0191,3.0342,3.0213,3.0288,92607.9,3.03845,0.017425284110035293,3.0733005682200707,3.0035994317799295,0,0,24.74728264454861,14.380904264722316,21.193406650595513,0
2025-06-14 12:00:00,2.9969,3.0327,3.0283,3.0114,430979.5,3.0363049999999996,0.01800238215230279,3.072309764304605,3.000300235695394,0,-1,25.07536982411786,13.282017209333684,24.312411856954956,-1
2025-06-14 13:00:00,2.9799,3.0226,3.0117,2.9976,660197.8,3.0341549999999997,0.01992724860189576,3.0740094972037912,2.994300502796208,0,-1,25.855236968285585,12.094887366997527,25.697803146821784,-1
2025-06-14 14:00:00,2.9784,3.0013,2.9979,2.984,409185.1,3.032485,0.02262256151441145,3.077730123028823,2.9872398769711768,1,-1,26.619941029060687,11.50118463152042,24.75790406944419,0
2025-06-14 15:00:00,2.907,2.9909,2.9846,2.9264,1652979.9,3.0279350000000003,0.03271587856876146,3.093366757137523,2.9625032428624776,1,-1,28.746116182230367,9.635088215851233,34.54877510995275,0
2025-06-14 16:00:00,2.8281,2.939,2.9265,2.8386,4197717.8,3.01754,0.05315231737285647,3.123844634745713,2.911235365254287,1,-1,31.564919797333108,7.827265506092895,41.41532400315946,0
2025-06-14 17:00:00,2.8331,2.8919,2.8391,2.863,1585005.8,3.00757,0.06222217492687913,3.1320143498537583,2.8831256501462414,1,-1,34.18238029707137,7.0698395823030875,37.40766129927788,0
2025-06-14 18:00:00,2.8057,2.8874,2.8634,2.8422,2816684.2,2.99694,0.07123608192777439,3.1394121638555488,2.854467836144451,1,-1,36.836399290557225,6.175627369952955,36.91813166398692,0
2025-06-14 19:00:00,2.8307,2.9061,2.8424,2.874,1676780.8,2.986775,0.07363029178551823,3.1340355835710367,2.8395144164289636,0,-1,38.47516349054116,8.2555415534477,32.79546009733023,-1
2025-06-14 20:00:00,2.8523,2.8955,2.8748,2.8878,450016.6,2.9785049999999997,0.07505187311382855,3.128608746227657,2.8284012537723426,0,-1,39.99687310481197,7.723379981756481,30.681427543954815,-1
2025-06-14 21:00:00,2.8846,2.93,2.888,2.9196,511471.2,2.9729099999999997,0.07506423144284324,3.1230384628856864,2.822781537114313,0,-1,39.970217467628665,12.36520979935045,28.595261803812562,-1
2025-06-14 22:00:00,2.9163,2.9387,2.9199,2.9343,493625.3,2.968025,0.07419035882178172,3.1164057176435636,2.8196442823564363,0,-1,39.61512762779389,13.288327927478486,27.598180559712333,-1
2025-06-14 23:00:00,2.9271,2.9546,2.9347,2.9475,430625.1,2.963795,0.07274244019320918,3.1092798803864183,2.818310119613582,0,-1,38.6952478671222,15.25071051045879,26.381958539643424,-1
2025-06-15 00:00:00,2.9446,2.9721,2.9478,2.9702,355576.6,2.95977,0.06985033699952219,3.0994706739990443,2.8200693260009553,0,-1,37.22879571756016,17.442994117320204,25.186630348601735,-1
2025-06-15 01:00:00,2.9577,2.9797,2.97,2.9637,448528.6,2.955295,0.06632777044027932,3.0879505408805588,2.8226394591194413,0,-1,35.608286922325355,18.08550900198563,24.24040480628605,-1
2025-06-15 02:00:00,2.9637,2.99,2.964,2.9895,256007.6,2.9532049999999996,0.06443844451550947,3.0820818890310187,2.8243281109689806,0,-1,33.75306788028579,19.05793933477137,23.122076828968087,-1
2025-06-15 03:00:00,2.9751,2.9948,2.9891,2.9812,547453.9,2.9508400000000004,0.06236415468418637,3.075568309368373,2.8261116906316275,0,-1,31.86555682104941,19.248375301641023,22.292450928438466,-1
2025-06-15 04:00:00,2.979,3.0156,2.9805,3.0112,782535.4,2.9501250000000003,0.06153965666222638,3.073204313324453,2.8270456866755476,0,1,29.751607467371418,21.765637191759637,20.799299951399863,1
2025-06-15 05:00:00,2.9859,3.0354,3.0111,3.0272,944873.8,2.95096,0.06250765342613293,3.0759753068522655,2.825944693147734,0,1,28.374883124215692,23.3863965587133,18.950556423763352,1
2025-06-15 06:00:00,3.0039,3.0371,3.0276,3.006,1049290.3,2.9502099999999998,0.06170791896634772,3.073625837932695,2.8267941620673045,0,1,27.145766153219007,22.284443606098062,17.807300144144918,1
2025-06-15 07:00:00,2.984,3.0095,3.0057,2.9946,548126.3,2.9485,0.05986171784335409,3.068223435686708,2.828776564313292,0,1,25.301442272429053,21.22528281543996,20.67007223826153,1
2025-06-15 08:00:00,2.9758,2.9975,2.994,2.9834,205393.7,2.9471,0.05862794375955143,3.0643558875191026,2.829844112480897,0,0,23.673130946005358,20.339348791957914,21.384567827228715,0
2025-06-15 09:00:00,2.9514,2.9832,2.9832,2.9631,245899.2,2.9453750000000003,0.057561736879901564,3.0604984737598033,2.8302515262401973,0,0,22.913569116415555,19.074944105486054,24.79530188140773,0
2025-06-15 10:00:00,2.9634,2.9898,2.9634,2.987,220949.4,2.945525,0.057671491406517936,3.060867982813036,2.830182017186964,0,0,21.961884536982843,19.373542921807413,23.483529765861512,0
2025-06-15 11:00:00,2.9526,2.9897,2.9867,2.9626,246762.8,2.947335,0.057607695712140736,3.0625503914242813,2.8321196085757183,0,0,21.407715151488926,17.95233605977396,23.896314664310434,0
2025-06-15 12:00:00,2.9523,2.9839,2.9622,2.9763,399260.3,2.9542200000000003,0.05187124342770549,3.0579624868554114,2.850477513144589,0,0,20.90246995938051,16.8204963910885,22.449580074731116,0
2025-06-15 13:00:00,2.957,2.9861,2.9754,2.9777,463785,2.959955,0.047403258548881055,3.054761517097762,2.865148482902238,0,0,20.336178994537374,16.2755633448876,21.12851702056816,0
2025-06-15 14:00:00,2.9522,3.0171,2.9776,3.0105,727186,2.9683699999999997,0.03971385943947495,3.04779771887895,2.8889422811210497,0,0,19.190638453904793,20.17511043546741,18.512097686844616,0
2025-06-15 15:00:00,2.9958,3.0317,3.0114,3.009,1474878.2,2.97512,0.033873193872992126,3.0428663877459843,2.9073736122540157,0,0,18.618868715251875,21.583024937985424,17.24030120773635,0
2025-06-15 16:00:00,2.9917,3.018,3.0093,3.0135,426015.8,2.981405,0.027964911755145733,3.0373348235102915,2.9254751764897087,0,0,17.9187732466521,20.473347330009545,17.155418778882765,0
2025-06-15 17:00:00,2.9955,3.0279,3.0123,3.0175,284163.9,2.9863,0.02498679651334668,3.0362735930266935,2.9363264069733064,0,0,17.61050590821692,21.11715598969646,16.059943767524135,0
2025-06-15 18:00:00,2.9953,3.031,3.0171,3.0303,328820.7,2.9911000000000003,0.0236572677160499,3.0384145354321,2.9437854645679007,0,0,17.43157713434502,20.241389021493763,14.928760938198419,0
2025-06-15 19:00:00,3.0045,3.0435,3.0298,3.0195,431860.7,2.9947,0.02210032150276755,3.038900643005535,2.950499356994465,0,0,17.691199447239224,21.145125063872054,13.786357760297538,0
2025-06-15 20:00:00,2.97,3.0206,3.0198,2.9859,787692,2.995485,0.02145365322833103,3.038392306456662,2.952577693543338,0,0,16.439155400707733,19.10263688099295,19.04062250347706,0
2025-06-15 21:00:00,2.963,3.002,2.9846,3.0001,454082.9,2.997305,0.020117666365644136,3.037540332731288,2.9570696672687116,0,0,15.513427316062508,17.684733652755703,18.959575315972817,0
2025-06-15 22:00:00,2.9937,3.04,3.0,3.0246,606328.5,2.99906,0.020916108121415287,3.0408922162428307,2.9572277837571694,0,0,15.45244511944524,23.265458001631306,17.316303082899005,0
2025-06-15 23:00:00,3.0165,3.0351,3.0249,3.0235,344815.8,3.001175,0.021152401257226807,3.0434798025144536,2.9588701974855462,0,0,15.39581879401492,22.424600761313997,16.690459447163846,0
2025-06-16 00:00:00,2.985,3.0267,3.0246,3.0015,495805,3.0006899999999996,0.021021239885295827,3.0427324797705912,2.958647520229408,0,0,14.43012263331566,20.62486185925447,21.413532636420953,0
2025-06-16 01:00:00,2.9729,3.0479,3.0015,3.0461,884012.2,3.001635,0.022638329745888284,3.0469116594917764,2.956358340508223,0,0,13.954033190994,21.6529703085537,18.532611913152103,0
2025-06-16 02:00:00,3.0469,3.0882,3.0471,3.0714,923424.9,3.004905,0.02750275536434361,3.0599105107286872,2.9498994892713126,-1,0,14.581159388172495,27.224077747795622,17.13872656292428,-1
2025-06-16 03:00:00,3.0605,3.0825,3.0717,3.0678,471750,3.008565,0.030739401682349274,3.0700438033646984,2.9470861966353015,0,0,15.163490856981097,26.11856195179312,16.442756873364647,0
2025-06-16 04:00:00,3.0572,3.0948,3.0686,3.0674,612703.5,3.0127650000000004,0.032790230814092165,3.0783454616281847,2.947184538371816,0,0,16.004051580368614,26.577147111265703,15.299267185075403,0
2025-06-16 05:00:00,3.05,3.0987,3.0675,3.0782,542963.7,3.0185199999999996,0.03370265646252376,3.0859253129250472,2.951114687074952,0,0,16.48435600266154,24.227059155503852,15.253739473722636,0
2025-06-16 06:00:00,3.0723,3.1035,3.0789,3.0891,384696.1,3.023625,0.03630884878372355,3.096242697567447,2.951007302432553,0,0,17.05851972619853,23.71861909465502,14.376650240571397,0
2025-06-16 07:00:00,3.0899,3.1408,3.0902,3.14,610433,3.032495,0.04186058911496484,3.1162161782299296,2.9487738217700703,-1,0,18.46887522589353,28.22539824595201,13.03874912204096,-1
2025-06-16 08:00:00,3.1083,3.1421,3.14,3.1205,420882.2,3.039705,0.0440341909620635,3.127773381924127,2.9516366180758733,0,0,19.805891121993252,26.72628105351005,12.236976406847575,0
2025-06-16 09:00:00,3.0968,3.1235,3.1188,3.1022,554387.6,3.04593,0.043605396817116567,3.133140793634233,2.9587192063657666,0,0,20.511736586504338,25.397697318760205,13.769767149689935,0
2025-06-16 10:00:00,3.0781,3.1152,3.1023,3.0869,222053.9,3.04975,0.04368462935752699,3.137119258715054,2.962380741284946,0,0,20.35786744457273,23.639242223303665,16.30622557065226,0
2025-06-16 11:00:00,3.07,3.1176,3.087,3.1122,377042.4,3.05491,0.04470106439330021,3.1443121287866003,2.9655078712133998,0,0,19.883945255384102,21.5752393904156,16.36826823246635,0
2025-06-16 12:00:00,3.083,3.1154,3.1126,3.0995,389426.3,3.0592099999999998,0.04464432421047221,3.148498648420944,2.9699213515790555,0,0,19.44387465113752,20.277425849553644,15.383669185004928,0
2025-06-16 13:00:00,3.0887,3.1326,3.0995,3.128,498025.6,3.0647349999999998,0.046026894597778485,3.1567887891955566,2.972681210804443,0,0,19.577257086609716,21.80268102003515,14.142352667441754,0
2025-06-16 14:00:00,3.1144,3.1598,3.1272,3.1172,1574824.7,3.06908,0.04670188320331481,3.1624837664066296,2.9756762335933704,0,0,20.43333000838998,24.945035916353962,12.97622281703355,0
2025-06-16 15:00:00,3.1025,3.134,3.1174,3.1091,1229790.9,3.07356,0.04598756582518287,3.165535131650366,2.981584868349634,0,0,20.68481531356959,23.497321205603285,14.415610440549479,0
2025-06-16 16:00:00,3.0993,3.1383,3.109,3.1247,565156.1,3.0805,0.04239539448670589,3.1652907889734117,2.995709211026588,0,0,21.037883867232473,22.601558432021328,13.380227316160928,0
2025-06-16 17:00:00,3.1026,3.1329,3.1244,3.1075,433930.6,3.08587,0.03827746485582174,3.1624249297116434,3.0093150702883564,0,0,21.365733238490865,21.320335275704846,12.621737271069353,0
2025-06-16 18:00:00,3.1038,3.1297,3.1079,3.1288,846885.2,3.09108,0.036551486397873374,3.1641829727957465,3.017977027204253,0,0,21.67016479751652,20.26295549160616,11.995763539509802,0
2025-06-16 19:00:00,3.1172,3.1534,3.129,3.1257,942025,3.09619,0.03363383165174796,3.163457663303496,3.028922336696504,0,0,22.651792276851236,23.403216700029496,11.162482939519172,0
2025-06-16 20:00:00,3.1004,3.1371,3.1263,3.1297,793186.4,3.1026,0.025984225984222925,3.1545684519684456,3.050631548031554,0,0,22.680488898894286,21.75341058611049,13.602597383724016,0
2025-06-16 21:00:00,3.1076,3.1347,3.1296,3.1239,268004.9,3.10649,0.022696183310003143,3.1518823666200064,3.0610976333799935,0,0,22.707135762219973,20.598669963731396,12.8805280003197,0
2025-06-16 22:00:00,3.02,3.1371,3.1233,3.0522,1590287.4,3.1055300000000003,0.02458592023259191,3.1547018404651843,3.0563581595348164,1,0,22.564517826113807,16.518336300492898,25.147541537151657,1
2025-06-16 23:00:00,2.9834,3.0783,3.0519,2.9969,2546711.1,3.101985,0.03372525642677603,3.169435512853552,3.034534487146448,1,0,23.213364946138153,14.083541442804329,27.12555039443561,1
2025-06-17 00:00:00,2.9277,3.0261,2.9974,3.0246,2853607.1,3.0998449999999997,0.03721289356348944,3.1742707871269786,3.025419212873021,1,0,24.71614251304774,12.093108342708444,31.291991627159295,1
2025-06-17 01:00:00,3.0004,3.0311,3.0249,3.003,436038.1,3.096085,0.04288226568787491,3.1818495313757498,3.01032046862425,1,-1,25.9311210061591,12.2832144057318,29.873428278877377,0
2025-06-17 02:00:00,2.988,3.0409,3.0036,3.0361,648609,3.093435,0.04492557910471407,3.183286158209428,3.003583841790572,0,-1,27.24531490556955,11.330087411480527,29.374255868864573,-1
2025-06-17 03:00:00,3.0304,3.0593,3.0378,3.042,630710.9,3.088535,0.044923856925377904,3.1783827138507554,2.998687286149244,0,-1,27.778540654095604,13.615123538439667,28.091792291356278,-1
2025-06-17 04:00:00,3.0168,3.0469,3.0418,3.0285,364040.1,3.083935,0.04617138866850495,3.1762777773370097,2.99159222266299,0,-1,28.50862146046929,12.979514658877253,28.88966592679008,-1
2025-06-17 05:00:00,3.0013,3.0318,3.0283,3.0096,226224,3.079305,0.04881085378650563,3.1769267075730117,2.9816832924269887,0,-1,29.444442938739638,12.350348149730433,29.952696849886006,-1
2025-06-17 06:00:00,2.9811,3.0183,3.0093,2.994,290180.2,3.07466,0.052342610195752384,3.179345220391505,2.969974779608495,0,-1,30.628530705561612,11.611071119402096,31.410161584696016,-1
2025-06-17 07:00:00,2.9838,3.003,2.9928,2.9949,234220.5,3.068795,0.05444440404282317,3.1776838080856464,2.959906191914354,0,-1,31.728040774753445,11.23719402060467,30.398752734876716,-1
2025-06-17 08:00:00,2.9577,2.9962,2.9957,2.9614,541687.1,3.06189,0.0589187567310792,3.1797275134621583,2.9440524865378417,0,-1,33.14113858301179,10.506620686405533,32.8298455048661,-1
2025-06-17 09:00:00,2.9397,2.969,2.9616,2.9473,1623903.1,3.052855,0.06202066272833937,3.1768963254566787,2.9288136745433215,0,-1,34.69654129900907,9.97510627705581,34.27685942688192,-1
2025-06-17 10:00:00,2.9142,2.9517,2.9468,2.9434,634923.8,3.044165,0.06465067488555076,3.1734663497711013,2.9148636502288987,0,-1,36.45248771807016,9.324909313638056,36.47499977632221,-1
2025-06-17 11:00:00,2.8878,2.9446,2.9438,2.9142,4378060.7,3.03442,0.06889715141922435,3.1722143028384484,2.8966256971615514,0,-1,38.36628009464896,8.42873674452221,37.43642435226284,-1
2025-06-17 12:00:00,2.894,2.9304,2.9132,2.9042,1781539,3.023395,0.0712908385270793,3.1659766770541586,2.880813322945841,0,-1,40.14337301575784,7.904464106192916,35.107855604694436,-1
2025-06-17 13:00:00,2.8956,2.9258,2.9037,2.9092,635497.5,3.0134800000000004,0.07275264220196966,3.15898528440394,2.867974715596061,0,-1,41.79353072821608,7.48829676766026,33.25943898437638,-1
2025-06-17 14:00:00,2.8801,2.9344,2.9094,2.8831,558452.9,3.001195,0.07299884984673938,3.1471926996934787,2.8551973003065214,0,-1,43.50081458047733,6.795516364688738,32.82329334122135,-1
2025-06-17 15:00:00,2.8268,2.8836,2.8831,2.8611,2474424.4,2.987965,0.07322361766677467,3.1344122353335493,2.8415177646664507,0,-1,45.57125256804236,6.154139791292106,38.58200532871672,-1
2025-06-17 16:00:00,2.8075,2.8643,2.861,2.8083,3223654,2.971895,0.07570652113328667,3.123308042266573,2.820481957733427,1,-1,47.63464651306498,5.586331158723876,38.15729964672303,0
2025-06-17 17:00:00,2.8022,2.8539,2.8087,2.8195,1422585.9,2.956675,0.07412074697126657,3.1049164939425333,2.808433506057467,0,-1,49.58852010842619,5.123005504939752,35.842811774281984,-1
2025-06-17 18:00:00,2.8053,2.8632,2.8195,2.8612,1183621.9,2.9471249999999998,0.0734668623831225,3.0940587247662448,2.8001912752337548,0,-1,50.93110536007722,6.1177511602731505,32.58347133680632,-1
2025-06-17 19:00:00,2.8582,2.9029,2.8605,2.8759,986049.3,2.941075,0.07413132639195932,3.089337652783919,2.7928123472160813,0,-1,50.399548649349455,11.930433775572935,30.293202400966535,-1
2025-06-17 20:00:00,2.8473,2.887,2.8746,2.85,1019448.4,2.932345,0.07405815264833347,3.080461305296667,2.7842286947033332,0,-1,50.07502675799867,11.178888055375308,30.114470601277965,-1
2025-06-17 21:00:00,2.8341,2.8676,2.8494,2.8419,733056.7,2.92429,0.07472690560335221,3.0737438112067044,2.7748361887932957,0,-1,49.97399821366216,10.57360141247066,30.617401994391045,-1
2025-06-17 22:00:00,2.8206,2.8552,2.8422,2.8232,837854.1,2.913645,0.07310752337265937,3.0598600467453188,2.767429953254681,0,-1,50.07809334730151,9.972976614551332,31.094553675759556,-1
2025-06-17 23:00:00,2.8218,2.857,2.8236,2.8366,347919.8,2.903375,0.06840319994823102,3.040181399896462,2.766568600103538,0,-1,50.091577116191864,9.688275965515263,29.272775583289086,-1
